Nest,Observed,Species,PIT,AE1,LFF,AE2,RFF,AE3,CNT,CNN,CW,SNT,SNN,SW,Biopsy,Incubation,Rel_Eggs,Eggs_Taken,Hatched,Unhatched,Live,Dead,Pipped,Comments,time,hatchdate,date,hatchsucc,emergencesucc,disVeg,disHT,final_lat,final_long,final_access,treatment,total_eggs,orig_lat,orig_long,reloc_lat,reloc_long,reloc_access,access,orig_beach_side,reloc_beach_side,tags,returning_turtle,disHT2,disVeg2,dna_id,prevtags,first_action,exit_time
5,Y,,,,,,,,,,,,,,,72,,2,129,38,8,1,1,,2:20:00 AM,14AUG1988,03JUN1988,76%,71%,,6.60,,,278,N,170,,,,,,278,,,,,,,,,,
6,Y,,,,,,,,102,,97.5,91.8,,77.5,,64,,3,147,3,1,0,1,,10:30:00 PM,07AUG1988,04JUN1988,95%,95%,,21.00,,,279,N,154,,,,,,279,,,,,,,,,,
7,Y,,,,,,,,,,,,,,,69,,,128,20,3,0,0,,3:05:00 AM,14AUG1988,06JUN1988,,,,8.40,,,278,N,,,,,,,278,,,,,,,,,,
8,Y,,,,,,,,,,,,,,,71,,1,86,40,3,0,0,,10:15:00 AM,17AUG1988,07JUN1988,68%,65%,,16.20,,,278,N,127,,,,,,278,,,,,,,,,,
9,N,,,,,,,,,,,,,,,68,,,100,35,4,0,0,,,12AUG1988,05JUN1988,,,,,,,283,N,,,,,,,283,,,,,,,,,,
10,Y,,,,,,,,,,,,,,,70,123,0,32,89,0,1,2,,11:40:00 PM,17AUG1988,08JUN1988,26%,25%,,,,,282,Y,123,,,,,282,283,,,,,,,,,,
11,Y,,,,,,,,97.5,,89,91,,70.5,,62,,1,110,20,16,1,1,,12:30:00 AM,09AUG1988,08JUN1988,83%,70%,,4.00,,,280,N,132,,,,,,280,,,,,,,,,,
12,Y,,,,,,,,92,,86,86,,71,,64,,,113,26,0,0,0,,10:45:00 PM,16AUG1988,13JUN1988,,,,1.40,,,281,N,,,,,,,281,,,,,,,,,,
13,Y,,,,,,,,103.1,,93,91.5,,73,,65,139,0,122,17,2,3,0,,9:50:00 PM,17AUG1988,13JUN1988,88%,84%,,0.00,,,282,Y,139,,,,,282,281,,,,,,,,,,
14,Y,,,,,,,,98,,90,96.5,,67,,68,106,1,72,27,5,0,2,,3:00:00 AM,23AUG1988,16JUN1988,71%,66%,,9.00,,,280,Y,102,,,,,280,279,,,,,,,,,,
15,Y,,,,,,,,105,,91,98,,72.5,,,156,0,,,,,,taken to Toronto University,9:40:00 PM,,17JUN1988,,,,,,,279,Y,,,,,,279,,,,,,,,,,,
16,N,,,,,,,,,,,,,,,65,111,0,71,40,0,0,0,,10:45:00 PM,23AUG1988,17JUN1988,64%,64%,,,,,279,Y,111,,,,,279,279,,,,,,,,,,
17,N,,,,,,,,,,,,,,,65,,,44,108,0,0,1,,9:45:00 PM,23AUG1988,19JUN1988,,,,8.70,,,276,N,,,,,,,276,,,,,,,,,,
18,Y,,,,,,,,96,,86,91,,73,,64,149,0,63,86,7,1,0,,1:47:00 AM,22AUG1988,19JUN1988,42%,37%,,11.00,,,275,Y,149,,,,,275,,,,,,,,,,,
19,Y,,,,,,,,105,,95,92,,77,,67,,,102,44,1,1,1,,5:20:00 AM,25AUG1988,19JUN1988,,,,16.50,,,278,N,,,,,,,278,,,,,,,,,,
20,N,,,,,,,,,,,,,,,66,147,0,105,40,1,0,2,,6:00:00 AM,24AUG1988,19JUN1988,71%,71%,,15.00,,,279,Y,147,,,,,279,279,,,,,,,,,,
21,Y,,,,,,,,110.5,,99.5,101.5,,77.5,,63,,,122,45,1,2,0,,10:40:00 AM,22AUG1988,20JUN1988,,,,4.90,,,280,N,,,,,,,280,,,,,,,,,,
22,Y,,,,,,,,108,,98,96,,73.5,,58,160,1,125,35,2,0,0,,2:45:00 AM,17AUG1988,20JUN1988,78%,76%,,4.90,,,279,Y,161,,,,,279,279,,,,,,,,,,
23,Y,,,,,,,,104,,95,90,,75,,63,,,121,7,0,0,0,,3:00:00 AM,22AUG1988,20JUN1988,,,,,,,281,N,,,,,,,281,,,,,,,,,,
24,Y,,,,,,,,95,,85,91,,68,,63,,,76,,,,,"nest vandalized before excavation, unsure of numbers",9:37:00 PM,23AUG1988,21JUN1988,,,,,,,280,N,,,,,,,280,,,,,,,,,,
25,Y,,,,,,,,115,,100,108.5,,78,,,,,18,3,7,2,5,no hatch detected,12:00:00 AM,,21JUN1988,,,,8.60,,,275,N,,,,,,,275,,,,,,,,,,
26,Y,,,,,,,,98,,88,91,,69,,,,,0,111,0,0,0,,12:25:00 AM,,21JUN1988,,,,11.10,,,278,N,,,,,,,278,,,,,,,,,,
27,N,,,,,,,,,,,,,,,70,,,129,8,1,0,0,,3:00:00 AM,30AUG1988,21JUN1988,,,,20.00,,,276,N,,,,,,,276,,,,,,,,,,
28,Y,,,,,,,,104,,95,95.5,,76.5,,67,,,108,24,0,0,0,,9:51:00 PM,28AUG1988,22JUN1988,,,,18.00,,,278,N,,,,,,,278,,,,,,,,,,
29,Y,,,,,,,,95.5,,85.5,88.5,,74.5,,68,,,77,46,8,0,1,,12:10:00 AM,29AUG1988,22JUN1988,,,,14.00,,,275,N,,,,,,,275,,,,,,,,,,
30,Y,,,,,,,,96,,88.5,88,,72.5,,61,134,0,124,10,0,0,0,,10:00:00 PM,23AUG1988,23JUN1988,93%,93%,,4.00,,,280,Y,134,,,,,280,281,,,,,,,,,,
31,Y,,,,,,,,115,,100,108,,80,,,,,0,1,0,0,0,"no hatch, laid 1 egg",11:30:00 PM,,23JUN1988,,,,16.90,,,275,N,,,,,,,275,,,,,,,,,,
32,Y,,,,,,,,94,,88,85.3,,64.6,,62,,,80,23,0,2,1,,9:50:00 PM,26AUG1988,25JUN1988,,,,5.00,,,276,N,,,,,,,276,,,,,,,,,,
33,Y,,,,,,,,101,,94,96,,72,,65,140,0,139,11,1,0,0,,11:30:00 PM,29AUG1988,25JUN1988,93%,92%,,0.90,,,279,Y,150,,,,,279,279,,,,,,,,,,
34,Y,,,,,,,,102,,93,95,,74,,61,,1,155,7,16,0,0,,2:00:00 AM,25AUG1988,25JUN1988,95%,85%,,4.10,,,281,N,163,,,,,,281,,,,,,,,,,
35,Y,,,,,,,,91,,91,85,,68.5,,72,,,107,52,1,0,0,,2:00:00 AM,05SEP1988,25JUN1988,,,,,,,275,N,,,,,,,275,,,,,,,,,,
36,Y,,,,,,,,89,,81.5,84.5,,67,,63,,,95,10,0,0,0,,4:55:00 AM,27AUG1988,26JUN1988,,,,7.40,,,,N,,,,,,,,East,,,,,,,,,
37,Y,,,,,,,,95,,93,90,,70,,57,132,0,110,22,8,2,1,,5:22:00 AM,22AUG1988,26JUN1988,83%,75%,,3.40,,,280,Y,133,,,,,280,280,,,,,,,,,,
38,Y,,,,,,,,99,,89,91.5,,68.5,,60,,,104,8,18,7,13,,10:23:00 PM,28AUG1988,29JUN1988,,,,1.00,,,280,N,,,,,,,280,,,,,,,,,,
39,Y,,,,,,,,99,,91,92,,72,,,,,0,,,,,lost to erosion 9/1/88,11:20:00 PM,,29JUN1988,,,,9.00,,,275,N,,,,,,,275,,,,,,,,,,
40,N,,,,,,,,,,,,,,,61,121,3,116,7,0,0,2,,,28AUG1988,28JUN1988,91%,91%,,,,,283,Y,128,,,,,283,,,,,,,,,,,
41,Y,,,,,,,,112,,100,102,,80,,60,,,135,3,7,0,0,,2:40:00 AM,29AUG1988,30JUN1988,,,,2.50,,,281,N,,,,,,,281,,,,,,,,,,
42,Y,,,,,,,,107.5,,103,100.5,,78,,71,,,60,6,0,0,0,,1:00:00 AM,10SEP1988,01JUL1988,,,,7.00,,,275,N,,,,,,,275,,,,,,,,,,
43,Y,,,,,,,,104,,90.5,94.5,,76.5,,58,,,127,4,0,0,0,,9:50:00 PM,29AUG1988,02JUL1988,,,,64.00,,,279,N,,,,,,,279,,,,,,,,,,
44,Y,,,,,,,,98.5,,91.5,86.5,,68,,65,,,14,45,1,0,1,,10:43:00 PM,05SEP1988,02JUL1988,,,,4.30,,,279,N,,,,,,,279,,,,,,,,,,
45,Y,,,,,,,,,,,,,,,65,,,67,91,14,0,0,,9:50:00 PM,06SEP1988,03JUL1988,,,,11.50,,,277,N,,,,,,,277,,,,,,,,,,
46,Y,,,,,,,,103,,97,95.5,,72.5,,59,,,119,21,0,1,0,,10:13:00 PM,31AUG1988,03JUL1988,,,,10.60,,,275,N,,,,,,,275,,,,,,,,,,
47,Y,,,,,,,,100,,95,92,,77,,68,,,133,4,1,0,0,,9:50:00 PM,10SEP1988,04JUL1988,,,,6.40,,,275,N,,,,,,,275,,,,,,,,,,
48,Y,,,,,,,,98.5,,94.5,92,,74,,62,,,113,5,0,0,0,,9:47:00 PM,05SEP1988,05JUL1988,,,,9.00,,,275,N,,,,,,,275,,,,,,,,,,
49,Y,,,,,,,,105,,97,95.5,,73.5,,62,,,119,5,0,0,0,,10:23:00 PM,05SEP1988,05JUL1988,,,,1.50,,,275,N,,,,,,,275,,,,,,,,,,
50,Y,,,,,,,,104,,95,95,,76.5,,68,,,112,8,0,0,0,,12:55:00 AM,12SEP1988,05JUL1988,,,,,,,279,N,,,,,,,279,,,,,,,,,,
51,Y,,,,,,,,106,,100,100,,74,,58,,,112,11,0,0,0,,3:06:00 AM,01SEP1988,05JUL1988,,,,33.50,,,279,N,,,,,,,279,,,,,,,,,,
52,Y,,,,,,,,96,,91,89,,73,,61,,,105,5,0,0,0,,1:45:00 AM,05SEP1988,06JUL1988,,,,14.00,,,276,N,,,,,,,276,,,,,,,,,,
53,Y,,,,,,,,100,,95.5,91,,74,,53,,,93,10,0,0,0,,5:35:00 AM,28AUG1988,06JUL1988,,,,11.90,,,282,N,,,,,,,282,,,,,,,,,,
54,N,,,,,,,,,,,,,,,56,,,116,41,38,0,14,,,31AUG1988,06JUL1988,,,,14.00,,,282,N,,,,,,,282,,,,,,,,,,
55,Y,,,,,,,,98,,89,90,,70,,,,,0,,,,,lost to erosion,10:10:00 PM,,07JUL1988,,,,6.00,,,281,N,,,,,,,281,,,,,,,,,,
56,Y,,,,,,,,100,,97,91,,70,,69,157,0,154,3,0,0,0,,10:40:00 PM,15SEP1988,08JUL1988,98%,98%,,11.00,,,279,Y,157,,,,,279,279,,,,,,,,,,
57,Y,,,,,,,,115,,100,109,,81.5,,62,,,151,24,13,0,0,,12:40:00 AM,08SEP1988,08JUL1988,,,,10.10,,,276,N,,,,,,,276,,,,,,,,,,
58,Y,,,,,,,,98.5,,89,90,,73,,55,,,108,9,0,0,4,,3:30:00 AM,02SEP1988,09JUL1988,,,,5.00,,,281,N,,,,,,,281,,,,,,,,,,
59,Y,,,,,,,,99,,96,92,,71,,55,127,0,96,31,2,0,0,,4:30:00 AM,04SEP1988,11JUL1988,76%,74%,,2.40,,,280,Y,127,,,,,280,280,,,,,,,,,,
60,Y,,,,,,,,114,,104,101.5,,80.5,,63,,,98,4,1,0,1,,2:15:00 AM,14SEP1988,13JUL1988,,,,6.80,,,281,N,,,,,,,281,,,,,,,,,,
61,Y,,,,,,,,99,,91,91.5,,71.5,,57,,,120,8,0,0,2,,4:00:00 AM,08SEP1988,13JUL1988,,,,7.50,,,280,N,,,,,,,280,,,,,,,,,,
62,Y,,,,,,,,101,,90,92,,68,,70,,,8,100,0,1,0,,10:16:00 PM,23SEP1988,15JUL1988,,,,17.20,,,278,N,,,,,,,278,,,,,,,,,,
63,Y,,,,,,,,,,,,,,,66,163,0,76,87,2,0,0,,9:46:00 PM,20SEP1988,16JUL1988,47%,45%,,14.20,,,278,Y,163,,,,,278,278,,,,,,,,,,
64,Y,,,,,,,,109,,95,96.5,,78,,61,,,100,16,8,0,0,,10:20:00 PM,15SEP1988,16JUL1988,,,,28.60,,,279,N,,,,,,,279,,,,,,,,,,
65,Y,,,,,,,,102,,91,92,,66.5,,65,,,102,9,15,0,0,,10:40:00 PM,19SEP1988,16JUL1988,,,,29.60,,,279,N,,,,,,,279,,,,,,,,,,
66,Y,,,,,,,,102,,95,94,,73.5,,64,,,116,1,3,0,1,,11:27:00 PM,18SEP1988,16JUL1988,,,,20.50,,,277,N,,,,,,,277,,,,,,,,,,
67,Y,,,,,,,,104.5,,94,95.5,,78,,60,,,117,1,19,0,1,,10:20:00 PM,15SEP1988,17JUL1988,,,,22.40,,,277,N,,,,,,,277,,,,,,,,,,
68,Y,,,,,,,,97,,90,89,,69,,68,,,13,56,4,0,0,,10:38:00 PM,23SEP1988,17JUL1988,,,,32.00,,,279,N,,,,,,,279,,,,,,,,,,
69,Y,,,,,,,,104,,95,92,,75,,60,,,116,6,1,0,0,,3:50:00 AM,15SEP1988,17JUL1988,,,,18.90,,,280,N,,,,,,,280,,,,,,,,,,
70,Y,,,,,,,,105,,94,96,,74.5,,62,,,97,2,0,0,0,,9:40:00 PM,18SEP1988,18JUL1988,,,,22.00,,,277,N,,,,,,,277,,,,,,,,,,
71,Y,,,,,,,,,,,,,,,56,,,145,13,11,0,2,,11:42:00 PM,12SEP1988,18JUL1988,,,,51.90,,,280,N,,,,,,,280,,,,,,,,,,
72,Y,,,,,,,,101,,97,95,,77,,59,,,115,15,14,1,0,,1:23:00 AM,15SEP1988,18JUL1988,,,,30.00,,,279,N,,,,,,,279,,,,,,,,,,
73,Y,,,,,,,,100,,91,92,,67,,64,,,56,35,16,0,6,,5:30:00 AM,20SEP1988,18JUL1988,,,,13.40,,,280,N,,,,,,,280,,,,,,,,,,
74,Y,,,,,,,,,,,,,,,65,,,,,,,,"nest eroded after hatch, before excavation",10:30:00 PM,22SEP1988,19JUL1988,,,,12.00,,,276,N,,,,,,,276,,,,,,,,,,
75,N,,,,,,,,,,,,,,,63,,,127,5,0,0,0,,1:00:00 AM,21SEP1988,20JUL1988,,,,18.50,,,277,N,,,,,,,277,,,,,,,,,,
76,Y,,,,,,,,,,,,,,,61,124,0,116,8,0,0,0,,2:27:00 AM,19SEP1988,20JUL1988,94%,94%,,7.70,,,280,Y,124,,,,,280,281,,,,,,,,,,
77,Y,,,,,,,,99,,85,90,,72,,58,70,0,61,9,0,0,0,,4:00:00 AM,22SEP1988,20JUL1988,87%,87%,,,,,280,Y,70,,,,,280,281,,,,,,,,,,
78,Y,,,,,,,,104,,96,92,,70,,62,134,0,128,6,0,0,0,,4:35:00 AM,20SEP1988,20JUL1988,96%,96%,,7.90,,,280,Y,134,,,,,280,281,,,,,,,,,,
79,Y,,,,,,,,98,,92,89.5,,71,,65,,,92,8,0,0,0,,9:45:00 PM,24SEP1988,21JUL1988,,,,19.90,,,275,N,,,,,,,275,,,,,,,,,,
80,Y,,,,,,,,101,,95,92,,70.5,,63,97,0,87,10,0,0,0,,11:35:00 PM,22SEP1988,21JUL1988,90%,90%,,0.90,,,280,Y,97,,,,,280,281,,,,,,,,,,
81,Y,,,,,,,,115.5,,98,108,,80,,65,,,134,8,4,0,2,,10:30:00 PM,25SEP1988,22JUL1988,,,,12.00,,,275,N,,,,,,,275,,,,,,,,,,
82,Y,,,,,,,,101,,98,91,,69,,63,,,115,7,4,0,0,,11:00:00 PM,23SEP1988,22JUL1988,,,,32.00,,,276,N,,,,,,,276,,,,,,,,,,
83,Y,,,,,,,,102.5,,91,94,,77,,63,,,99,15,0,0,0,,12:30:00 AM,23SEP1988,22JUL1988,,,,6.70,,,281,N,,,,,,,281,,,,,,,,,,
84,N,,,,,,,,,,,,,,,61,,,101,2,7,0,0,,,21SEP1988,22JUL1988,,,,10.00,,,284,N,,,,,,,284,,,,,,,,,,
85,Y,,,,,,,,102.5,,87,93.5,,69,,59,,,103,13,1,1,0,,2:27:00 AM,20SEP1988,23JUL1988,,,,20.90,,,279,N,,,,,,,279,,,,,,,,,,
86,Y,,,,,,,,105,,96,97,,67,,63,,,83,5,1,0,0,,1:30:00 AM,25SEP1988,24JUL1988,,,,,,,277,N,,,,,,,277,,,,,,,,,,
87,Y,,,,,,,,102,,100,96,,73.5,,61,,,122,20,8,26,4,,10:10:00 PM,26SEP1988,27JUL1988,,,,8.00,,,277,N,,,,,,,277,,,,,,,,,,
88,Y,,,,,,,,102,,98,95,,74,,,,,11,139,2,0,0,,2:50:00 AM,,27JUL1988,,,,6.30,,,277,N,,,,,,,277,,,,,,,,,,
89,Y,,,,,,,,104,,96,97,,78,,,,,5,144,0,5,0,,3:15:00 AM,,27JUL1988,,,,9.30,,,279,N,,,,,,,279,,,,,,,,,,
90,Y,,,,,,,,101,,93,92,,69,,65,,,108,5,28,8,5,,10:00:00 PM,01OCT1988,28JUL1988,,,,5.80,,,275,N,,,,,,,275,,,,,,,,,,
91,Y,,,,,,,,99,,95,91,,67,,66,121,0,110,11,4,1,0,,11:30:00 PM,02OCT1988,28JUL1988,91%,87%,,4.00,,,279,Y,121,,,,,279,279,,,,,,,,,,
92,Y,,,,,,,,103,,91,92.5,,66.5,,,,,1,103,1,0,0,,1:30:00 AM,,28JUL1988,,,,11.50,,,279,N,,,,,,,279,,,,,,,,,,
93,Y,,,,,,,,103,,97,94,,74.5,,67,,,125,0,1,1,0,,10:45:00 PM,04OCT1988,29JUL1988,,,,12.10,,,276,N,,,,,,,276,,,,,,,,,,
94,Y,,,,,,,,103,,89,94.5,,74,,,,,1,107,0,0,4,,2:15:00 AM,,30JUL1988,,,,13.10,,,279,N,,,,,,,279,,,,,,,,,,
95,Y,,,,,,,,100.5,,92,91,,69.8,,,,,29,89,27,0,0,,10:00:00 PM,,30JUL1988,,,,10.60,,,275,N,,,,,,,275,,,,,,,,,,
96,Y,,,,,,,,,,,,,,,66,,,153,14,24,0,0,,12:45:00 AM,05OCT1988,31JUL1988,,,,126.00,,,279,N,,,,,,,279,,,,,,,,,,
97,Y,,,,,,,,94,,85,88.5,,72,,,,,15,34,15,0,5,,10:45:00 PM,,02AUG1988,,,,8.50,,,276,N,,,,,,,276,,,,,,,,,,
98,Y,,,,,,,,98,,91,90.5,,68,,65,,,87,2,26,0,0,,1:10:00 AM,06OCT1988,02AUG1988,,,,12.80,,,,N,,,,,,,,East,,,,,,,,,
99,Y,,,,,,,,97,,90,88,,70,,,,,,,,,,lost to erosion,9:45:00 PM,,03AUG1988,,,,6.50,,,278,N,,,,,,,278,,,,,,,,,,
100,Y,,,,,,,,,,,,,,,63,115,0,109,107,0,2,0,,4:14:00 AM,06OCT1988,04AUG1988,50%,50%,,5.00,,,280,Y,216,,,,,280,280,,,,,,,,,,
101,Y,,,,,,,,116,,100,108.5,,78,,70,152,0,136,16,69,0,0,,11:20:00 PM,14OCT1988,05AUG1988,89%,44%,,,,,275,Y,152,,,,,275,,,,,,,,,,,
102,Y,,,,,,,,98,,93,88,,78,,62,110,0,109,5,4,0,0,,1:30:00 AM,07OCT1988,06AUG1988,96%,92%,,0.00,,,280,Y,114,,,,,280,281,,,,,,,,,,
103,Y,,,,,,,,104,,92,96,,73,,65,121,0,93,4,1,0,24,,1:45:00 AM,10OCT1988,06AUG1988,77%,76%,,4.50,,,280,Y,121,,,,,280,,,,,,,,,,,
104,Y,,,,,,,,,,,,,,,,,,,,,,,nest hatching sheet missing,9:46:00 PM,,09AUG1988,,,,9.30,,,277,N,,,,,,,277,,,,,,,,,,
105,N,,,,,,,,,,,,,,,,,,,,,,,nest eroded away,11:40:00 PM,,09AUG1988,,,,5.50,,,280,N,,,,,,,280,,,,,,,,,,
106,Y,,,,,,,,100,,93,88,,77,,,,,,,,,,nest hatching sheet missing,2:00:00 AM,,12AUG1988,,,,23.00,,,278,N,,,,,,,278,,,,,,,,,,
107,Y,,,,,,,,103,,93,96.5,,71,,,,,,,,,,nest hatching sheet missing,1:15:00 AM,,14AUG1988,,,,56.00,,,279,N,,,,,,,279,,,,,,,,,,
108,N,,,,,,,,,,,,,,,,,,,,,,,nest hatching sheet missing,12:00:00 AM,,14AUG1988,,,,23.00,,,279,N,,,,,,,279,,,,,,,,,,
109,Y,,,,,,,,98,,91,89,,71,,,,,,,,,,nest overwashed,11:50:00 PM,,16AUG1988,,,,20.00,,,,N,,,,,,,,East,,,,,,,,,
110,Y,,,,,,,,118,,105,108,,75,,,,,,,,,,nest overwashed,2:30:00 AM,,16AUG1988,,,,,,,276,N,,,,,,,276,,,,,,,,,,
111,N,,,,,,,,,,,,,,,,86,0,,,,,,nest hatching sheet missing,11:30:00 PM,,20AUG1988,,,,,,,279,Y,,,,,,279,,,,,,,,,,,
112,N,,,,,,,,,,,,,,,,,,,,,,,nest hatching sheet missing,3:00:00 AM,,29AUG1988,,,,,,,275,N,,,,,,,275,,,,,,,,,,
1,N,,,,,,,,,,,,,,,60,,,111,7,0,0,2,,,24JUL1989,25MAY1989,,,,,,,275,N,,,,,,,275,,,,,,,,,,
2,N,,,,,,,,,,,,,,,62,,,120,33,0,2,2,,12:00:00 AM,28JUL1989,27MAY1989,,,,5.30,,,280,N,,,,,,,280,,,,,,,,,,
3,Y,,,,,,,,100,,94,98,,74.3,,56,,,104,4,0,0,2,,12:10:00 AM,24JUL1989,29MAY1989,,,,5.00,,,282,N,,,,,,,282,,,,,,,,,,
4,Y,,,,,,,,104,,100,97,,73,,64,141,0,121,17,0,1,0,,11:45:00 PM,04AUG1989,01JUN1989,88%,87%,,0.00,,,280,Y,138,,,,,280,281,,,,,,,,,,
5,Y,,,,,,,,92,,83,85,,65,,60,,,85,7,0,0,0,,,31JUL1989,01JUN1989,,,,32.00,,,280,N,,,,,,,280,,,,,,,,,,
6,Y,,,,,,,,102.5,,93,96,,68,,62,107,0,,,,,,hatching info missing,11:45:00 PM,04AUG1989,03JUN1989,,,,0.00,,,280,Y,,,,,,280,281,,,,,,,,,,
7,Y,,,,,,,,91,,82,86,,61,,63,47,0,40,6,0,0,1,,5:00:00 AM,05AUG1989,03JUN1989,85%,85%,,0.00,,,280,Y,47,,,,,280,281,,,,,,,,,,
8,Y,,,,,,,,100,,85,94.5,,72,,60,,,82,33,0,0,0,,2:15:00 AM,06AUG1989,07JUN1989,,,,4.80,,,277,N,,,,,,,277,,,,,,,,,,
9,Y,,,,,,,,100,,90,95,,64,,,118,0,,,,,,hatching info missing,3:15:00 AM,,07JUN1989,,,,0.00,,,280,Y,,,,,,280,281,,,,,,,,,,
10,Y,,,,,,,,94,,89,90,,68,,54,138,0,115,4,9,1,12,,10:07:00 PM,01AUG1989,08JUN1989,88%,80%,,0.00,,,280,Y,131,,,,,280,281,,,,,,,,,,
11,Y,,,,,,,,96,,93,88,,74,,60,,,56,24,0,0,0,,1:00:00 AM,07AUG1989,08JUN1989,,,,8.60,,,277,N,,,,,,,277,,,,,,,,,,
12,Y,,,,,,,,103,,98,97,,74,,,,,0,,,,,destroyed by raccoon,3:40:00 AM,,08JUN1989,,,,4.50,,,281,N,,,,,,,281,,,,,,,,,,
13,Y,,,,,,,,105,,101,99,,73,,58,,,130,9,0,0,5,,10:45:00 PM,06AUG1989,09JUN1989,,,,30.50,,,278,N,,,,,,,278,,,,,,,,,,
14,Y,,,,,,,,95,,81,91,,62,,64,,,98,30,3,0,0,,11:00:00 PM,12AUG1989,09JUN1989,,,,10.80,,,,N,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,67,,,10,0,0,0,0,only laid 10 eggs,12:53:00 AM,15AUG1989,09JUN1989,,,,0.00,,,279,N,,,,,,,279,,,,,,,,,,
16,Y,,,,,,,,105,,95,96,,74,,,,,,,,,,hatching info missing,9:39:00 PM,,10JUN1989,,,,10.00,,,280,N,,,,,,,280,,,,,,,,,,
17,Y,,,,,,,,104,,103,103,,73,,59,,,67,59,20,1,5,,1:15:00 AM,08AUG1989,10JUN1989,,,,5.20,,,279,N,,,,,,,279,,,,,,,,,,
18,Y,,,,,,,,100,,95,95,,73,,60,,,122,11,0,0,0,,4:12:00 AM,09AUG1989,10JUN1989,,,,17.40,,,280,N,,,,,,,280,,,,,,,,,,
19,Y,,,,,,,,108,,94,102,,77,,,152,0,,,,,,destroyed by raccoon,11:45:00 PM,,11JUN1989,,,,0.00,,,280,Y,,,,,,280,280,,,,,,,,,,
20,Y,,,,,,,,102,,91,96,,74.5,,57,148,0,111,35,0,0,0,,1:40:00 AM,07AUG1989,11JUN1989,76%,76%,,0.00,,,280,Y,146,,,,,280,281,,,,,,,,,,
21,Y,,,,,,,,100,,92,97,,89,,,,,,,,,,hatching info missing,12:18:00 AM,,12JUN1989,,,,7.30,,,280,N,,,,,,,280,,,,,,,,,,
22,Y,,,,,,,,92,,82,88,,67,,63,,,122,11,5,1,1,,10:00:00 PM,16AUG1989,14JUN1989,,,,4.40,,,279,N,,,,,,,279,,,,,,,,,,
23,Y,,,,,,,,104,,94,96,,73,,57,128,0,118,8,0,0,1,,1:15:00 AM,11AUG1989,15JUN1989,93%,93%,,0.00,,,280,Y,127,,,,,280,281,,,,,,,,,,
24,Y,,,,,,,,99,,90,93,,72,,66,,,67,49,4,1,1,"relocated mid-incubation, 123 eggs moved, 2 broken @ mid-incubation",9:52:00 PM,21AUG1989,16JUN1989,,,,4.00,,,275,Y,,,,,,275,,,,,,,,,,,
25,Y,,,,,,,,97,,90,87,,64,,,125,0,,,,,,hatching info missing,1:35:00 AM,,16JUN1989,,,,0.00,,,281,Y,,,,,,281,,,,,,,,,,,
26,Y,,,,,,,,,,,,,,,52,143,2,124,19,1,0,0,,9:20:00 PM,08AUG1989,17JUN1989,86%,85%,,0.00,,,281,Y,145,,,,,281,,,,,,,,,,,
27,Y,,,,,,,,96,,91,93,,70,,,,,109,5,0,0,4,,2:04:00 AM,,17JUN1989,,,,8.50,,,278,N,,,,,,,278,,,,,,,,,,
28,Y,,,,,,,,98,,92,93,,70,,60,,,68,49,1,0,0,"relocated mid-incubation, 117 eggs moved @ mid-incubation",10:05:00 PM,18AUG1989,19JUN1989,,,,,,,275,Y,,,,,,275,,,,,,,,,,,
29,Y,,,,,,,,105,,91,78,,69,,,,,,,,,,destroyed by raccoons,10:00:00 PM,,21JUN1989,,,,,,,280,N,,,,,,,280,,,,,,,,,,
30,Y,,,,,,,,,,,,,,,57,122,0,27,95,0,0,0,,4:30:00 AM,18AUG1989,22JUN1989,22%,22%,,0.00,,,281,Y,122,,,,,281,280,,,,,,,,,,
31,Y,,,,,,,,93,,87,88,,69,,57,83,1,40,43,0,0,0,,1:16:00 AM,19AUG1989,23JUN1989,48%,48%,,0.00,,,276,Y,84,,,,,276,276,,,,,,,,,,
32,N,,,,,,,,,,,,,,,55,,,112,2,0,0,0,,10:30:00 PM,18AUG1989,24JUN1989,,,,5.80,,,281,N,,,,,,,281,,,,,,,,,,
33,Y,,,,,,,,100,,94,96,,73,,,,,,,,,,destroyed by raccoon,2:45:00 AM,,24JUN1989,,,,9.25,,,280,N,,,,,,,280,,,,,,,,,,
34,Y,,,,,,,,,,,,,,,56,,,114,8,4,0,0,hatching info missing,5:00:00 AM,19AUG1989,24JUN1989,,,,0.30,,,280,N,,,,,,,280,,,,,,,,,,
35,Y,,,,,,,,100.2,,100,104,,74,,,,,,,,,,hatching info missing,9:40:00 PM,,25JUN1989,,,,0.00,,,281,N,,,,,,,281,,,,,,,,,,
36,Y,,,,,,,,107,,95,99,,72,,57,,,122,9,3,2,2,,9:50:00 PM,21AUG1989,25JUN1989,,,,17.10,,,278,N,,,,,,,278,,,,,,,,,,
37,Y,,,,,,,,,,,,,,,54,129,1,109,20,0,0,0,,11:00:00 PM,18AUG1989,25JUN1989,84%,84%,,0.00,,,280,Y,130,,,,,280,,,,,,,,,,,
38,Y,,,,,,,,103,,98,99,,70,,56,,1,106,26,0,0,1,,12:41:00 AM,20AUG1989,25JUN1989,79%,79%,,24.20,,,280,N,134,,,,,,280,,,,,,,,,,
39,Y,,,,,,,,105,,98,98,,73,,54,,,133,4,0,1,1,,10:52:00 PM,19AUG1989,26JUN1989,,,,6.80,,,281,N,,,,,,,281,,,,,,,,,,
